50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,1.053,,,,,,,,,,,,,,,060beb7c-7693-42a1-9d1a-8065b61a6419,1991,,"[114.0, 50.0]",7532,56,,,,,,,,,,,,,,,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,107,Peru,784,['fd5dd044-6cbe-4d0e-8265-1bc02dee0a2e'],2,,Left Foot,"[120.0, 45.8, 0.2]",,"[{'location': [112.0, 29.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 49.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 45.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [96.0, 28.0], 'player': {'id': 5522, 'name': 'Nicolai Jørgensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 33.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Off T,0.1934625,Normal,Open Play,,,,Peru,00:11:02.440,Shot,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,,2309e051-9829-41b1-a332-6941a08a7199,2089,,"[108.0, 28.0]",7532,58,,,,,,,,,,,,,,,,,,,2,Regular Play,Yussuf Yurary Poulsen,5536.0,Right Wing,112,Denmark,776,['a4e50061-0a02-47f5-a3c2-6a93757c84d9'],32,,Left Foot,"[120.0, 37.0, 0.5]",,"[{'location': [104.0, 50.0], 'player': {'id': 5522, 'name': 'Nicolai Jørgensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 33.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 37.0], 'player': {'id': 5532, 'name': 'Alberto Junior Rodríguez Valdelomar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",791de869-8207-4f47-bd3a-2c82b46ee8c8,True,Goal,0.2005442,Normal,Open Play,,,,Denmark,00:13:32.040,Shot,
,,,,,,,,,,,,0.573,,,,,,,,,,,,,,,cf205ac6-1870-4fcc-a6f2-87304b153d9a,2121,,"[108.0, 29.0]",7532,60,,,,,,,,,,,,,,,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,113,Peru,784,['aa3bc255-09ad-4dce-829c-e4b922840bd9'],7,,Left Foot,"[120.0, 40.7, 1.0]",,"[{'location': [104.0, 40.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 34.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 31.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3cbbf7e4-ab6b-4004-a236-6dd97b9d4cae,,Saved,0.12927915,Normal,Open Play,,,,Peru,00:15:07.920,Shot,
,,,,,,,,,,,,0.693,,,,,,,,,,,,,,,570ea479-9069-4fad-9562-48e983db278f,2216,,"[113.0, 41.0]",7532,63,,,,,,,,,,,,,,,,,,,2,From Throw In,José Paolo Guerrero Gonzáles,5535.0,Left Wing,118,Peru,784,['b47c7435-dda1-4df9-8f73-3c31a5953196'],37,,Head,"[120.0, 41.5, 0.9]",,"[{'location': [103.0, 25.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 27.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.0, 32.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.0, 37.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 43.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 42.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 59.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",33d078d2-4d3c-4407-a885-d0533652d5f2,,Saved,0.12837866,Normal,Open Play,,,,Peru,00:18:37.240,Shot,
,,,,,,,,,,,,2.353,,,,,,,,,,,,,,,36e077dd-f4bb-4c17-8bac-0798ca2da37a,2338,,"[113.0, 50.0]",7532,68,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,125,Peru,784,"['a448a606-5cf7-4028-a4f6-53331a4195ce', 'd38fd03d-ab4b-43bb-9b3e-347c600d370e']",19,True,Head,"[120.0, 35.2, 0.4]",,"[{'location': [98.0, 31.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.0, 20.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 20.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 44.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 37.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 44.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 5522, 'name': 'Nicolai Jørgensen'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 40.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 50.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 50.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",76f8d1fa-574d-47fa-9eda-9e462e3ff00d,,Off T,0.03474779,Normal,Open Play,,,,Peru,00:23:19.600,Shot,True
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,,0a7f6494-514f-4bfe-a27f-5681185ea7e1,2442,,"[109.0, 59.0]",7532,72,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,131,Peru,784,['347630ec-0d1a-4716-ba7b-73b473749c7f'],6,,Left Foot,"[118.0, 43.6, 1.6]",,"[{'location': [119.0, 45.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.0, 41.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 53.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 54.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 62.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",70871412-bacf-4cb7-b5ee-e61ec195efcc,,Saved,0.0214674,Normal,Open Play,,,,Peru,00:27:06.080,Shot,
,,,,,,,,,,,,1.733,,,,,,,,,,,,,,,8393fb79-a904-4a79-8235-94a522495215,2654,,"[112.0, 40.0]",7532,78,,,,,,,,,,,,,,,,,,,2,Regular Play,José Paolo Guerrero Gonzáles,5535.0,Left Wing,141,Peru,784,['a1477b55-7fdd-46a6-b38f-e24c9e068dd1'],28,,Right Foot,"[120.0, 44.8, 0.2]",,"[{'location': [113.0, 31.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [116.0, 45.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 34.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.0, 29.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 49.0], 'player': {'id': 5531, 'name': 'Jefferson Agustín Farfán Guadalupe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 28.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.0, 38.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 35.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 3959, 'name': 'Andreas Christensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",08cb4206-7252-40c1-a293-f695fa87ceb8,,Off T,0.089640394,Backheel,Open Play,,,,Peru,00:33:28.240,Shot,
,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,d59a3d52-e048-4f21-93df-74b35a31e552,2722,,"[104.0, 49.0]",7532,81,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicolai Jørgensen,5522.0,Center Forward,143,Denmark,776,"['124ade2b-1227-4ee8-9d41-e0da2b20515c', 'ca07f929-4967-4b4f-b003-434d03375781']",45,,Left Foot,"[112.0, 42.0]",True,"[{'location': [108.0, 45.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 65.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 60.0], 'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.0, 58.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 53.0], 'player': {'id': 5532, 'name': 'Alberto Junior Rodríguez Valdelomar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 66.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 63.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 53.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.1351464,Normal,Open Play,,,,Denmark,00:36:45.720,Shot,
,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,b585debf-6b91-4ded-9764-61ea956240dc,2783,,"[108.0, 43.0]",7532,83,,,,,,,,,,,,,,,,,,,2,Regular Play,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,145,Peru,784,['8d9bc5e4-bcae-42bd-b804-f373ef0796f9'],20,,Right Foot,"[119.0, 42.2, 0.6]",True,"[{'location': [115.0, 41.0], 'player': {'id': 5535, 'name': 'José Paolo Guerrero Gonzáles'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.0, 32.0], 'player': {'id': 5519, 'name': 'Christian Alberto Cueva Bravo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [120.0, 52.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 35.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 50.0], 'player': {'id': 3027, 'name': 'Mathias Jattah-Njie Jørgensen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 28.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 28.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 36.0], 'player': {'id': 4763, 'name': 'Henrik Dalsgaard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 5534, 'name': 'Simon Thorup Kjær'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 5520, 'name': 'Lasse Schöne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 51.0], 'player': {'id': 5524, 'name': 'Jens Stryger Larsen'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",a69ffb11-c38c-442f-b51a-8d662a59771b,,Saved,0.18401816,Normal,Open Play,,,,Peru,00:38:20.200,Shot,
,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,b595cd9d-3ce2-4bac-bbb9-e8bb2681bb43,2817,,"[105.0, 32.0]",7532,85,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,147,Denmark,776,['1fe4c80d-1650-4ccd-90e6-91f7eff81dc6'],25,,Left Foot,"[110.0, 42.6, 1.3]",,"[{'location': [91.0, 38.0], 'player': {'id': 5527, 'name': 'Thomas Delaney'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 57.0], 'player': {'id': 5536, 'name': 'Yussuf Yurary Poulsen'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 45.0], 'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 49.0], 'player': {'id': 5518, 'name': 'Miguel Ángel Trauco Saavedra'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 5532, 'name': 'Alberto Junior Rodríguez Valdelomar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.0, 40.0], 'player': {'id': 5530, 'name': 'Christian Guillermo Martín Ramos Garagay'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.0, 34.0], 'player': {'id': 3632, 'name': 'André Martín Carrillo Díaz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [81.0, 39.0], 'player': {'id': 5529, 'name': 'Víctor Yoshimar Yotún Flores'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 5521, 'name': 'Luis Jan Piers Advíncula Castrillón'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.0, 43.0], 'player': {'id': 5523, 'name': 'Renato Fabrizio Tapia Cortijo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5528, 'name': 'Pedro David Gallese Quiróz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",6225d4cc-31a5-4e2e-9741-f8e2bcae652a,,Saved,0.28883302,Normal,Open Play,,,,Denmark,00:40:25.640,Shot,
