50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,timestamp,type,under_pressure
,,,,,,,,,,,,0.839,,,,,,,,,,,,,,,ad967a50-7acc-4a9f-a529-0570f5aca847,1434,,"[57.0, 50.0]",7532,41,,0.95054686,,,Left Foot,,,,"[62.0, 57.0]",,Ground Pass,8.602325,,,Yussuf Yurary Poulsen,,,,1,Regular Play,Thomas Delaney,5527.0,Left Center Midfield,78,Denmark,776,['2380f4fc-093a-4a0e-94e1-16e6a72eae66'],37,,,,,,,,,,,,,,,Denmark,00:41:37.533,Pass,
,,,,,,,,,,,,0.799,,,,,,,,,,,,,,,571422b4-ee12-4616-a2aa-2d83ca7a3053,1442,,"[64.0, 70.0]",7532,41,,2.4149504,,,Right Foot,,,,"[55.0, 78.0]",,Ground Pass,12.0415945,,,Henrik Dalsgaard,,,,1,Regular Play,Yussuf Yurary Poulsen,5536.0,Right Wing,78,Denmark,776,"['2e18ad95-11de-45d4-93c9-8d10ce859d06', 'e5998590-892c-4d97-9a81-810ae062552a']",42,,,,,,,,,,,,,,,Denmark,00:41:42.853,Pass,True
,,,,,,,,,,,,0.919,,,,,,,,,,,,,,,9fec4656-0eae-4804-92c7-e2d0a090497a,1445,,"[56.0, 79.0]",7532,41,,-0.066568166,,,Right Foot,,,,"[71.0, 78.0]",,Ground Pass,15.033297,,,Nicolai Jørgensen,,,,1,Regular Play,Henrik Dalsgaard,4763.0,Right Back,78,Denmark,776,['05fb9c1c-7150-4655-8722-5fcf1ac28947'],44,,,,,,,,,,,,,,,Denmark,00:41:44.493,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,8d33182d-523e-48ea-8f16-0d47be4014db,1448,,"[72.0, 79.0]",7532,41,,0.066568166,,,Right Foot,,,,"[87.0, 80.0]",,Ground Pass,15.033297,,Out,Christian Dannemann Eriksen,,,,1,Regular Play,Nicolai Jørgensen,5522.0,Center Forward,78,Denmark,776,['cd168242-0148-4ee5-9065-7beac933d86a'],45,,,,,,,,,,,,,,,Denmark,00:41:45.533,Pass,
,,,,,,,,,,,,2.853,,,,,,,,,,,,,,,68c12a49-3f39-4c5f-a03c-9ba855cc9422,1450,,"[34.0, 1.0]",7532,41,,0.8960554,,,,,,,"[54.0, 26.0]",,High Pass,32.01562,,,Víctor Yoshimar Yotún Flores,,,Throw-in,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,79,Peru,784,['4bb4e5a8-87b8-4b2a-b612-47c7d7d80591'],56,,,,,,,,,,,,,,,Peru,00:41:56.680,Pass,
,,,,,,,,,,,,1.733,,,,,,,,,,,,,,,c6be7626-7570-4d81-9ba0-69976177dfd3,1454,,"[52.0, 31.0]",7532,42,,1.5707964,,,Left Foot,,,,"[52.0, 57.0]",,Ground Pass,26.0,,,Luis Jan Piers Advíncula Castrillón,,,,1,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,79,Peru,784,"['14b8ce3b-5a66-4f05-a846-be9a9cc8f513', '8b71f65b-ae4f-4ed9-89f6-2e32bca94c8e']",0,,,,,,,,,,,,,,,Peru,00:42:00.000,Pass,True
,,,,,,,,,,,,1.173,,,,,,,,,,,,,,,05727e9b-6ca0-4ee5-a546-90016ee45a99,1457,,"[57.0, 62.0]",7532,42,,0.63274884,,,Right Foot,,,,"[72.0, 73.0]",,Ground Pass,18.601076,,,André Martín Carrillo Díaz,,,,1,From Throw In,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,79,Peru,784,['b846b57a-fc6a-47c1-8ccb-18beec75b532'],3,,,,,,,,,,,,,,,Peru,00:42:03.200,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,,177c2680-c86d-4951-8231-947d612d65fd,1460,,"[73.0, 74.0]",7532,42,,0.38050637,,,Right Foot,,,,"[83.0, 78.0]",,Ground Pass,10.770329,,,Renato Fabrizio Tapia Cortijo,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Wing,79,Peru,784,['92826910-b1a9-4fda-9e85-b373b8a4e515'],8,,,,,,,,,,,,,,,Peru,00:42:08.120,Pass,
,,,,,,,,,,,,1.333,,,,,,,,,,,,,,,c63c2e28-1177-456a-9298-1f1a9558ade9,1464,,"[83.0, 79.0]",7532,42,,-2.7610862,,,Right Foot,,,,"[68.0, 73.0]",,Ground Pass,16.155495,,,André Martín Carrillo Díaz,,,,1,From Throw In,Renato Fabrizio Tapia Cortijo,5523.0,Right Center Midfield,79,Peru,784,"['06daec9e-2a21-4f0d-8162-32485bee4a72', '7be7d905-ef08-4397-bd1e-33305eab6edc']",9,,,,,,,,,,,,,,,Peru,00:42:09.560,Pass,True
,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,e0a237ed-9761-4047-aac5-6da9bf8d2723,1468,,"[67.0, 75.0]",7532,42,,-2.7187388,,,Left Foot,,,,"[47.0, 66.0]",,Ground Pass,21.931713,,,Christian Guillermo Martín Ramos Garagay,,,,1,From Throw In,André Martín Carrillo Díaz,3632.0,Right Wing,79,Peru,784,"['19d1e86d-6173-4f08-a99e-21008d835f60', '5d2ff7fc-56e0-4289-af25-1e219c22f986']",12,,,,,,,,,,,,,,,Peru,00:42:12.080,Pass,True
,,,,,,,,,,,,2.786,,,,,,,,,,,,,,,e4ab6936-0a30-482d-8a53-2ca3bd604684,1471,,"[52.0, 63.0]",7532,42,,-1.9074712,,,Right Foot,,,,"[38.0, 23.0]",,Ground Pass,42.379242,,,Alberto Junior Rodríguez Valdelomar,,True,,1,From Throw In,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,79,Peru,784,['4ec7a042-d8a8-426b-b94c-74c109a2ebf2'],15,,,,,,,,,,,,,,,Peru,00:42:15.973,Pass,
,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,4e871498-b951-48fd-99eb-4e0e871bad1b,1474,,"[42.0, 22.0]",7532,42,,-1.1659045,,,Right Foot,,,,"[51.0, 1.0]",,Ground Pass,22.847319,,,Miguel Ángel Trauco Saavedra,,,,1,From Throw In,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,79,Peru,784,['34b7b6e1-dc64-4aef-a81f-ec8793249e75'],19,,,,,,,,,,,,,,,Peru,00:42:19.600,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,6d94e870-1774-457b-aec0-9e06d0be7420,1477,,"[54.0, 4.0]",7532,42,,1.6233793,,,Left Foot,,,,"[53.0, 23.0]",,Ground Pass,19.026299,,,Víctor Yoshimar Yotún Flores,,,,1,From Throw In,Miguel Ángel Trauco Saavedra,5518.0,Left Back,79,Peru,784,['3d418d61-39d3-41f7-be3f-f5b249c879b9'],22,,,,,,,,,,,,,,,Peru,00:42:22.400,Pass,
,,,,,,,,,,,,0.933,,,,,,,,,,,,,,,1f07b7a3-cf3d-4afc-ba8e-d2ea24eed862,1483,,"[53.0, 4.0]",7532,42,,0.98279375,,,Left Foot,,,,"[59.0, 13.0]",,Ground Pass,10.816654,,,Édison Michael Flores Peralta,,,Free Kick,1,From Free Kick,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,80,Peru,784,['cc3e8e34-e678-4c6b-9e4c-397b01ea703d'],36,,,,,,,,,,,,,,,Peru,00:42:36.640,Pass,
,,,,,,,,,,,,1.44,,,,,,,,,,,,,,,5cb01280-3fa7-4479-aa4d-dcf58160c1f1,1487,,"[59.0, 13.0]",7532,42,,-2.2974386,,,Left Foot,,,,"[51.0, 4.0]",,Ground Pass,12.0415945,,,Víctor Yoshimar Yotún Flores,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Wing,80,Peru,784,"['6767f948-d8e0-4f2e-b502-f062002e5fc3', 'a2fc781e-3843-4de5-9416-b2d6b09e8a68']",37,,,,,,,,,,,,,,,Peru,00:42:37.600,Pass,True
,,,,,,,,,,,,3.333,,,,,,,,,,,,,,,3e688dd6-4a6d-4526-b130-64f39d9585bf,1490,,"[52.0, 4.0]",7532,42,,1.9655875,,,Left Foot,,,,"[32.0, 52.0]",,High Pass,52.0,,,Christian Guillermo Martín Ramos Garagay,,True,,1,From Free Kick,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,80,Peru,784,"['2037ce30-b1dd-486b-98c9-9aa574d5cefc', '2e95c70d-c99e-4968-8eea-f45f5fbb992f']",39,,,,,,,,,,,,,,,Peru,00:42:39.040,Pass,True
,,,,,,,,,,,,0.453,,,,,,,,,,,,,,,5afa55dd-61fe-40d1-ad96-8b4dcbf3883e,1493,,"[65.0, 60.0]",7532,42,,0.38050637,,,Right Foot,,,,"[70.0, 62.0]",,Ground Pass,5.3851647,,Incomplete,,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,80,Peru,784,['2fb8c84d-e678-4d97-b9a8-575962a2d57c'],47,,,,,,,,,,,,,,,Peru,00:42:47.760,Pass,
,,,,,,,,,,,,0.733,,,,,,,,,,,,,,,84ec89eb-2d84-403f-9282-8f250b8b53ef,1497,,"[67.0, 79.0]",7532,42,,-1.9513026,,,Left Foot,,,,"[61.0, 64.0]",,Ground Pass,16.155495,,,Christian Guillermo Martín Ramos Garagay,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,['44943887-e057-4b9c-8f2c-133ee4c400bd'],51,,,,,,,,,,,,,,,Peru,00:42:51.560,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,,,58b04e8d-e12e-42b0-a4cf-b7c038267007,1501,,"[60.0, 66.0]",7532,42,,1.5707964,,,Right Foot,,,,"[60.0, 79.0]",,Ground Pass,13.0,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,80,Peru,784,"['2a8cc4cb-5373-4862-8c7b-2ab0d536a51c', '944b91a1-48bb-4e43-b0e9-fe45c75c7429']",53,,,,,,,,,,,,,,,Peru,00:42:53.160,Pass,True
,,,,,,,,,,,,1.013,,,,,,,,,,,,,,,a1fea7e4-5f92-47ba-bf9a-37ba79a2ef94,1504,,"[60.0, 79.0]",7532,42,,0.0,,,Right Foot,,,,"[70.0, 79.0]",,Ground Pass,10.0,,,Luis Jan Piers Advíncula Castrillón,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,['79e92948-5686-47d4-885d-e354b00fc57d'],54,,,,,,,,,,,,,,,Peru,00:42:54.360,Pass,
,,,,,,,,,,,,0.813,,,,,,,,,,,,,,,f1ce7853-9be8-4ebd-8afd-dd390ff2397d,1507,,"[72.0, 79.0]",7532,42,,-2.070143,,,Right Foot,,,,"[66.0, 68.0]",,Ground Pass,12.529964,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,80,Peru,784,['925b9780-1bbc-4a54-bb6c-f14b8ad644c2'],55,,,,,,,,,,,,,,,Peru,00:42:55.840,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,,e980d1f1-c2a9-494e-98b7-6ce181beae05,1511,,"[74.0, 52.0]",7532,42,,-1.0427219,,,Left Foot,,,,"[81.0, 40.0]",,Ground Pass,13.892444,,,Édison Michael Flores Peralta,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,"['47e44f6a-9aba-467f-9651-de0d1cf7717e', 'fcfd6993-0975-4b63-8d24-4c85b057842a']",59,,,,,,,,,,,,,,,Peru,00:42:59.920,Pass,True
,,,,,,,,,,,,0.613,,,,,,,,,,,,,,,4d76eba0-655d-4c00-8fc7-8ab1569c7cde,1515,,"[84.0, 34.0]",7532,43,,1.1071488,,,Left Foot,,,,"[87.0, 40.0]",,Ground Pass,6.708204,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Édison Michael Flores Peralta,5525.0,Left Wing,80,Peru,784,['af74f2ca-fbbb-412b-8145-053208db3413'],1,,,,,,,,,,,,,,,Peru,00:43:01.280,Pass,
,,,,,,,,,,,,1.653,,,,,,,,,,,,,,,0ed61dc5-9927-4882-ad49-3cd84a0b8716,1518,,"[93.0, 40.0]",7532,43,,1.0899091,,,Right Foot,,,,"[105.0, 63.0]",,Ground Pass,25.942244,,,Luis Jan Piers Advíncula Castrillón,,,,1,From Free Kick,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,80,Peru,784,['b08ac08a-7161-4299-8c22-705625ed1228'],3,,,,,,,,,,,,,,,Peru,00:43:03.600,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,,,49269f26-19d4-409a-bc88-8a6502e1fe8f,1521,,"[105.0, 62.0]",7532,43,,-1.8370484,,,Right Foot,,,,"[102.0, 51.0]",,Ground Pass,11.401754,,,Christian Alberto Cueva Bravo,,,,1,From Free Kick,Luis Jan Piers Advíncula Castrillón,5521.0,Right Back,80,Peru,784,['9ee02833-6272-4e78-aa8a-7fb815bc3b49'],6,,,,,,,,,,,,,,,Peru,00:43:06.200,Pass,
,,,,,,,,,,,,3.266,,,,,,,,,,,,,,,598e6bc3-108f-4a47-b352-48d198e111ad,1528,,"[7.0, 43.0]",7532,46,,0.22131445,,,Right Foot,,,,"[87.0, 61.0]",,High Pass,82.0,,,Yussuf Yurary Poulsen,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,82,Denmark,776,['33e69795-f8f2-4231-b467-93357e350d4b'],21,,,,,,,,,,,,,,,Denmark,00:46:21.453,Pass,
,,,,,,,,,,,,0.919,,,,,,,,,,,,,,,043c44a0-29e7-42af-b306-7395a9670318,1531,,"[87.0, 61.0]",7532,46,True,0.24497867,,,,,,,"[99.0, 64.0]",,High Pass,12.369317,,,Nicolai Jørgensen,,,,1,From Goal Kick,Yussuf Yurary Poulsen,5536.0,Right Wing,82,Denmark,776,"['38517eea-771c-4063-9353-49074603378f', '765ad022-419a-4f92-9d29-d01f5dab818d']",24,,,,,,,,,,,,,,,Denmark,00:46:24.893,Pass,True
,,,,,,,,,,,,1.306,,,,,,,,,,,,,,,43e0bf78-0f3a-4bf7-b3a1-dab5f1d972b6,1537,,"[119.0, 79.0]",7532,46,,-1.6879051,e16aaffb-add5-40dd-a66b-a7e8e145be22,,Right Foot,True,,,"[115.0, 45.0]",,High Pass,34.234486,,,Yussuf Yurary Poulsen,True,,Corner,1,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,83,Denmark,776,['252565bc-7bc9-4356-9a4c-485bfdc6c063'],57,,,,,,,,,,,,,,,Denmark,00:46:57.733,Pass,
,,,,,,,,,,,,3.213,,,,,,,,,,,,,,,9c42e211-d87b-4900-8bc4-77a9c6912445,1542,,"[6.0, 43.0]",7532,47,,0.23374318,,,Left Foot,,,,"[69.0, 58.0]",,High Pass,64.7611,,Unknown,,,,Goal Kick,1,From Goal Kick,Pedro David Gallese Quiróz,5528.0,Goalkeeper,84,Peru,784,,56,,,,,,,,,,,,,,,Peru,00:47:56.960,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,978ae1ca-8df7-418a-bfea-625b6ef45b0a,1547,,"[61.0, 41.0]",7532,45,,-3.0172377,,,Right Foot,,,,"[29.0, 37.0]",,Ground Pass,32.24903,,,Víctor Yoshimar Yotún Flores,,,Kick Off,2,From Kick Off,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,85,Peru,784,['6ad96867-4f38-4c82-97a6-2d20ed915469'],1,,,,,,,,,,,,,,,Peru,00:00:01.000,Pass,
,,,,,,,,,,,,1.013,,,,,,,,,,,,,,,6a7abd31-750c-40f7-b42b-69920e91bfb2,1550,,"[31.0, 34.0]",7532,45,,-0.17670886,,,Left Foot,,,,"[59.0, 29.0]",,Ground Pass,28.442924,,,Christian Alberto Cueva Bravo,,,,2,From Kick Off,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,85,Peru,784,['e2d38817-3886-4cbc-a803-4e538dc11593'],2,,,,,,,,,,,,,,,Peru,00:00:02.360,Pass,
,,,,,,,,,,,,0.493,,,,,,,,,,,,,,,5e0b551b-7e44-43f3-9ec0-5ee14c6b7ef1,1554,,"[60.0, 28.0]",7532,45,,1.5707964,,,Right Foot,,,,"[60.0, 32.0]",,Ground Pass,4.0,,,Víctor Yoshimar Yotún Flores,,,,2,From Kick Off,Christian Alberto Cueva Bravo,5519.0,Center Attacking Midfield,85,Peru,784,['af86bff1-2e74-4495-a174-770a6930e2f4'],3,,,,,,,,,,,,,,,Peru,00:00:03.680,Pass,
,,,,,,,,,,,,0.853,,,,,,,,,,,,,,,23245f24-b45f-425d-a8db-b6e06b84653f,1558,,"[81.0, 45.0]",7532,45,,-0.8176451,,,Left Foot,,,,"[96.0, 29.0]",,Ground Pass,21.931713,,,Jefferson Agustín Farfán Guadalupe,,,,2,From Kick Off,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,85,Peru,784,['29f0d46d-99ba-4a04-9b1b-d37dfe8cc476'],9,,,,,,,,,,,,,,,Peru,00:00:09.120,Pass,
,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,1e29e9e4-829e-4087-b494-81c151cd4e3b,1561,,"[94.0, 28.0]",7532,45,,-1.1071488,,,Left Foot,,,,"[100.0, 16.0]",,Ground Pass,13.416408,,,Édison Michael Flores Peralta,,,,2,From Kick Off,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,85,Peru,784,['0bfa1b8e-b48d-4111-9f47-b83abe10d2d7'],10,,,,,,,,,,,,,,,Peru,00:00:10.480,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,1f961eac-1f0c-4453-8512-9996346d5fb4,1565,,"[100.0, 17.0]",7532,45,,-2.8501358,,,Left Foot,,,,"[90.0, 14.0]",,Ground Pass,10.440307,,,Christian Alberto Cueva Bravo,,,,2,From Kick Off,Édison Michael Flores Peralta,5525.0,Left Wing,85,Peru,784,['f60c4b09-b72d-4aeb-8751-d8d12723d325'],13,,,,,,,,,,,,,,,Peru,00:00:13.280,Pass,
,,,,,,,,,,,,2.64,,,,,,,,,,,,,,,50c0671f-90b9-483e-8958-5d016b2c21e2,1569,,"[25.0, 64.0]",7532,45,,0.5191461,,,Left Foot,,,,"[46.0, 76.0]",,Ground Pass,24.186773,,,Yussuf Yurary Poulsen,,,Recovery,2,From Counter,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,86,Denmark,776,['72b5e27b-63d6-419e-b017-1f834b594e59'],16,,,,,,,,,,,,,,,Denmark,00:00:16.853,Pass,
,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,17734da6-6f67-4823-a0b0-52e547377413,1573,,"[56.0, 76.0]",7532,45,,-1.1071488,,,Left Foot,,,,"[60.0, 68.0]",,Ground Pass,8.944272,,,Christian Dannemann Eriksen,,,,2,From Counter,Yussuf Yurary Poulsen,5536.0,Right Wing,86,Denmark,776,['1e73b707-6834-429f-8c42-0bc020b34753'],22,,,,,,,,,,,,,,,Denmark,00:00:22.173,Pass,
,,,,,,,,,,,,0.453,,,,,,,,,,,,,,,f4b39b18-3640-41a7-a33d-b40bd6fde2ec,1578,,"[11.0, 16.0]",7532,45,,-1.5707964,,,Left Foot,,,,"[11.0, 15.0]",,Ground Pass,1.0,,Incomplete,,,,Recovery,2,From Counter,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,86,Denmark,776,['0431ee27-f91a-4513-a263-42558b108dfd'],28,,,,,,,,,,,,,,,Peru,00:00:28.880,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,05b4c5b0-89fd-4114-ac31-9cd861d70159,1581,,"[13.0, 14.0]",7532,45,,-0.124354996,,,Left Foot,,,,"[29.0, 12.0]",,Low Pass,16.124516,,,Édison Michael Flores Peralta,,,Recovery,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,87,Peru,784,"['9fb582e3-d368-4e75-b923-f5ccad35610d', 'bca66968-88c3-433a-9556-99ed12b9fa53']",30,,,,,,,,,,,,,,,Peru,00:00:30.760,Pass,True
,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,9ca1bfb0-4c46-451b-95c8-a3743f5a0834,1585,,"[30.0, 3.0]",7532,45,,-2.976444,,,Right Foot,,,,"[24.0, 2.0]",,Ground Pass,6.0827627,,,Miguel Ángel Trauco Saavedra,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,87,Peru,784,['ddc30ec6-3889-40bf-97c9-a2aa32c9532f'],34,,,,,,,,,,,,,,,Peru,00:00:34.000,Pass,
,,,,,,,,,,,,0.773,,,,,,,,,,,,,,,0f9e7515-58e0-43f1-94d3-6076169cd423,1587,,"[24.0, 3.0]",7532,45,,0.95613337,,,Left Foot,,,,"[36.0, 20.0]",,Ground Pass,20.808653,,,Víctor Yoshimar Yotún Flores,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,87,Peru,784,['d2eb10d5-f417-457a-a973-d723c14ff016'],35,,,,,,,,,,,,,,,Peru,00:00:35.040,Pass,
,,,,,,,,,,,,1.253,,,,,,,,,,,,,,,55d5d7f2-a605-41e5-ad65-de1c84836d79,1590,,"[36.0, 17.0]",7532,45,,-1.3258177,,,Left Foot,,,,"[39.0, 5.0]",,Ground Pass,12.369317,,,Édison Michael Flores Peralta,,,,2,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,87,Peru,784,['019e13e8-73cb-44b5-8162-cdf920dda2e4'],35,,,,,,,,,,,,,,,Peru,00:00:35.840,Pass,
,,,,,,,,,,,,0.44,,,,,,,,,,,,,,,bae50fa4-367d-47ef-ab02-0202a840afca,1592,,"[40.0, 7.0]",7532,45,,-2.0344439,,,Left Foot,,,,"[39.0, 5.0]",,Ground Pass,2.236068,,Incomplete,,,,,2,Regular Play,Édison Michael Flores Peralta,5525.0,Left Wing,87,Peru,784,['3e89dbcb-ead0-41c3-88e0-cc826b45e1e5'],37,,,,,,,,,,,,,,,Peru,00:00:37.093,Pass,
,,,,,,,,,,,,1.307,,,,,,,,,,,,,,,ff9116d3-124d-4592-a8bf-988eee238fcc,1598,,"[101.0, 80.0]",7532,46,,-1.3654009,,,,,,,"[106.0, 56.0]",,High Pass,24.5153,,Incomplete,Nicolai Jørgensen,,,Throw-in,2,From Throw In,Henrik Dalsgaard,4763.0,Right Back,88,Denmark,776,"['5121ac49-4662-43b5-b9f6-65d2a9915649', '88cff90f-c6bd-4b98-8f21-bfdfb4b99f7f']",8,,,,,,,,,,,,,,,Denmark,00:01:08.133,Pass,
,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,5121ac49-4662-43b5-b9f6-65d2a9915649,1600,,"[15.0, 25.0]",7532,46,,-0.24497867,,,Other,,,,"[23.0, 23.0]",,Low Pass,8.246211,,,Jefferson Agustín Farfán Guadalupe,,,Recovery,2,From Throw In,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,88,Denmark,776,"['8ad705fe-6314-4e1d-9620-a00d0cd44b12', 'ff9116d3-124d-4592-a8bf-988eee238fcc']",9,,,,,,,,,,,,,,,Peru,00:01:09.440,Pass,
,,,,,,,,,,,,4.453,,,,,,,,,,,,,,,bcb06dcf-6334-416c-bebc-82ebe2947a5d,1604,,"[24.0, 20.0]",7532,46,,-0.022218565,,,Left Foot,,,,"[69.0, 19.0]",,High Pass,45.01111,,Incomplete,,,,,2,From Throw In,Jefferson Agustín Farfán Guadalupe,5531.0,Center Forward,88,Denmark,776,['ef5ed6eb-379f-4f58-b1aa-db89450cb66c'],11,,,,,,,,,,,,,,,Peru,00:01:11.560,Pass,
,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,ef5ed6eb-379f-4f58-b1aa-db89450cb66c,1605,,"[52.0, 62.0]",7532,46,,-2.7707014,,,Right Foot,,,,"[16.0, 48.0]",,Ground Pass,38.626415,,,Kasper Schmeichel,,,Recovery,2,From Throw In,Lasse Schöne,5520.0,Right Center Midfield,88,Denmark,776,"['51e16c92-f816-4f34-bb12-7d43fcbf8562', 'bcb06dcf-6334-416c-bebc-82ebe2947a5d']",16,,,,,,,,,,,,,,,Denmark,00:01:16.013,Pass,
,,,,,,,,,,,,3.186,,,,,,,,,,,,,,,ce42240d-0a33-436e-bfa0-19c8263b0c18,1608,,"[16.0, 48.0]",7532,46,,0.30400094,,,Right Foot,,,,"[67.0, 64.0]",,High Pass,53.450912,,Unknown,Henrik Dalsgaard,,,,2,From Throw In,Kasper Schmeichel,3815.0,Goalkeeper,88,Denmark,776,['672be52d-d928-479e-b96c-4fbcbf234da5'],20,,,,,,,,,,,,,,,Denmark,00:01:20.173,Pass,
,,,,,,,,,,,,2.373,,,,,,,,,,,,,,,8af320db-7ad1-4b92-845d-18d1cdc560ab,1613,,"[44.0, 24.0]",7532,46,,-1.6814536,,,Right Foot,,,,"[42.0, 6.0]",,Ground Pass,18.110771,,,Miguel Ángel Trauco Saavedra,,,,2,Regular Play,Víctor Yoshimar Yotún Flores,5529.0,Left Center Midfield,89,Peru,784,['3c3529f0-f6c8-4abd-88dd-bdfb06416bc5'],28,,,,,,,,,,,,,,,Peru,00:01:28.400,Pass,
,,,,,,,,,,,,1.76,,,,,,,,,,,,,,,69a609c2-5589-4c86-9302-9bddc028ed80,1617,,"[44.0, 9.0]",7532,46,,2.5748634,,,Left Foot,,,,"[22.0, 23.0]",,Ground Pass,26.076809,,,Alberto Junior Rodríguez Valdelomar,,,,2,Regular Play,Miguel Ángel Trauco Saavedra,5518.0,Left Back,89,Peru,784,['8ff34c51-853c-4d94-bcd2-1ed8f92855c8'],33,,,,,,,,,,,,,,,Peru,00:01:33.280,Pass,
,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,75175a67-7769-4ee3-97ea-f8ca2ac6c285,1620,,"[21.0, 30.0]",7532,46,,1.5019399,,,Right Foot,,,,"[23.0, 59.0]",,Ground Pass,29.068884,,,Christian Guillermo Martín Ramos Garagay,,,,2,Regular Play,Alberto Junior Rodríguez Valdelomar,5532.0,Left Center Back,89,Peru,784,['c2b77544-b68c-4b82-8d4f-a46325ac03c6'],36,,,,,,,,,,,,,,,Peru,00:01:36.640,Pass,
,,,,,,,,,,,,1.52,,,,,,,,,,,,,,,0065f8c2-2c85-4716-b576-ba1d3a867c8c,1623,,"[31.0, 57.0]",7532,46,,-1.4601392,,,Right Foot,,,,"[32.0, 48.0]",,Ground Pass,9.055386,,,Renato Fabrizio Tapia Cortijo,,,,2,Regular Play,Christian Guillermo Martín Ramos Garagay,5530.0,Right Center Back,89,Peru,784,['f3393bd1-c611-41f2-be47-1797e80d2361'],41,,,,,,,,,,,,,,,Peru,00:01:41.160,Pass,
